director,TV-MA,TV-14,PG-13,PG,R,TV-PG,G,TV-Y,TV-Y7,TV-G
Lee Chung-hyun,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barry Gonzalez,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Brian Volk-Weiss,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthew Michael Carnahan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Bress,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Paul Dugdale,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Chris Columbus,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
V Vignarajan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greg Rankin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
TJ Sullivan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Carlos Sorín,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Eskandari,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grant Singer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohammad Adel,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Debbie Allen,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Robert Rodriguez,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Victor Gatonye,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephen Chiodo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Monica Floyd,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Anurag Kashyap,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siddique,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danish Aslam,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vibhu Virender Puri,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ribhu Dasgupta,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Rohl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Cathy Garcia-Molina,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Shyam Benegal,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Takeshi Fukunaga,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Leslie Small,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Jeff Nichols,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin G. Dyck,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
Cody Cameron,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kris Pearn,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Curtiz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Avinash Walzade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
David E. Talbert,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Edoardo Ponti,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mateo Gil,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Soriano,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Coogler,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Anurag Basu,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Santa Ana,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carla Barros,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ulrike Kofler,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kunle Afolayan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weica Wang,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aitor Arregi,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jon Garaño,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Mari Goenaga,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Pollak,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Otoja Abit,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maxwell McGuire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ruel S. Bayani,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martin Wood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Justin G. Dyck,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
Narendra Nath,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Jan-Peter Horns,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tatsushi Omori,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zeek Earl,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Christopher Caldwell,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Michael Kampa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Chanda Bell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Jennifer Westcott,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Richard Greenberg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Peter Berg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Nicolas Pesce,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Christopher Cain,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaun Paul Piccinino,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Juliana Vicente,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Harald Zwart,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stacia Crawford,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Remi Weekes,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tope Oshin,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Terrie Samundra,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olivier Marchal,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santiago Alvarado Ilarri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frasco Mortiz,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Whitesell,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nimród Antal,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Bartosz M. Kowalski,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Natasha Lyonne,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chang Chin-jung,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chen Rong-hui,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rajkumar Santoshi,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lance Daly,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Unjoo Moon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gil Baroni,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glen Keane,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Sivertson,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jarand Herdal,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Villegas,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Foggin,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kim Nguyen,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Karen Maine,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Tim Neeves,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ben Wheatley,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Don Michael Paul,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Maroun Baghdadi,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philippe Aractingi,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amin Dora,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philippe Aractingi,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maroun Baghdadi,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rana Eid,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Joseph,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Randa Chahal Sabbag,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ziad Doueiri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shady Hanna,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josef Fares,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Fell,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Butler,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ross Boyask,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
David 'Tosh' Gitonga,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Jones,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ti West,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Manolo Caro,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Sorkin,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Levan Gabriadze,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Rachel Talalay,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sam Liu,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Peter Mimi,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hanung Bramantyo,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Lasja Fauzia Susatyo,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Ko,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peter Tsi,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caroline Suh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ken Ghosh,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Indra Kumar,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B. Subhash,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harshavardhan Kulkarni,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neeraj Vora,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Merkin,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puneet Khanna,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meltem Bozoflu,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Radha Blank,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Bigflo & Oli,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jérémie Levypon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eduardo Pinto,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Brill,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Pavel Kostomarov,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Elliott,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Francis Whately,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jon Izen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Christopher Nolen,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alastair Fothergill,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonnie Hughes,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Keith Scholey,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Amy Segal,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Umut Aral,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Umut Kirca,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sudhir Mishra,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Domenico de Feudis,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz Rodriguez,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salvador Espinosa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrian Teh,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Brad Silberling,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Elsa Flores Almaraz,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richard J Montoya,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carey McKenzie,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gary Ross,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Taika Waititi,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David LaChapelle,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faris Godus,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rod Lurie,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Stacie Passon,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florian Schott,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Tom Whitworth,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Mantello,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Page Hurwitz,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dallas Jackson,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Lee Hirsch,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rajat Kapoor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Abhishek Chaubey,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rohit Shetty,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ken Ghosh,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Imtiaz Ali,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Navdeep Singh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anees Bazmee,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Rikhil Bahadur,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shawn Levy,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry Bradbeer,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joshua Tickell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Rebecca Harrell Tickell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Norihisa Hiranuma,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Shigeaki Kubo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tsuyoshi Nakakuki,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yudai Yamaguchi,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marwan Hamed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Smeep Kang,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raja Chanda,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tigmanshu Dhulia,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Akashdeep,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rajesh Ganguly,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alankrita Shrivastava,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chandra Liow,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sekhar Kammula,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florent Bodin,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gary Andrews,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Merawi Gerima,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Campos,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Carles Torras,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Watkins,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Philippa Lowthorpe,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Howe,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peter Sollett,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Tosin Coker,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javier Colinas,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dean DeBlois,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Reinhard Klooss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Satish Rajwade,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abhijeet Deshpande,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mahesh Manjrekar,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mahesh Manjrekar,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Prakash Kunte,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Manish Saini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Kenny Ortega,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Makarand Mane,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vijay Maurya,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sameer Patil,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenzo Maihara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Amandha Wyanto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ahmed Nader Galal,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
McG,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arati Kadav,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maïmouna Doucouré,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcos Carnevale,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Orlowski,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cho Il,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tolga Karaçelik,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philip Barantini,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Charlie Kaufman,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Abba T. Makama,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Junior Carelli,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rudge Campos,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ertanto Robby Soediskam,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mark Steven Johnson,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Felix Binder,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thor Freudenthal,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Nguyen Thanh Tung,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Baltasar Kormákur,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Villegas,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Conrad Helten,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ayumu Watanabe,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Hitoshi Namba,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Miller,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Anders,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Abbas Mustan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duncan McMath,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Forgione,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Pete Jacobs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Matt Whitlock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Francesco Carnesecchi,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greg Tiernan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Mark Thornton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Todd Kauffman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Shamzu Zayba,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesse V. Johnson,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Brett Haley,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Roland,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maradona Dias Dos Santos,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Galán Galindo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Moreton,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lester Hsi,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyrus Nowrasteh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isabel Sandoval,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan Wiley,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wayne Blair,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atul Sabharwal,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bernardo Arellano,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trish Sie,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Hong Won-ki,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khaled Marei,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastián Schindel,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fred Wolf,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Niyi Akinmolayan,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sammaria Sari Simanjuntak,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Tom Hooper,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Sergei Bodrov,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashutosh Gowariker,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Cory Edwards,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Faraday Okoro,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Henry Joost,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ariel Schulman,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Rebecca Zlotowski,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
